size,mflop
31,10464
32,11245.4
96,11583.6
97,11066.8
127,13226.9
128,13515.3
129,11784.3
191,13371.8
192,13543.8
229,12846.4
255,13441.5
256,13620.7
257,12793.2
319,13312.3
320,13346.4
321,12637.4
417,11013
479,13139.7
480,13214.3
511,13315.4
512,12844.7
639,11481
640,13036.7
767,13279.4
768,12714.5
769,12314.3
1023,13211.3
1024,12478.6
1025,13063.4
1525,12581.7
1526,12469.8
1527,12503.5
