size,mflop
31,605.387
32,665.921
96,5712.97
97,5627.91
127,6536.26
128,6793.58
129,5279.34
191,7124.66
192,7162.26
229,7267.57
255,7386.67
256,7451.91
257,6491.29
319,7380.96
320,7401.53
321,7350.72
417,7445.57
479,7558.92
480,7619.9
511,7545.74
512,7591.45
639,7541.84
640,7530.92
767,7512.1
768,7547.93
769,7183.31
1023,7473.92
1024,7484.61
1025,7245.62
1525,7495.93
1526,7488.25
1527,7497.16
