size,mflop
31,13957.8
32,15171.2
96,23869.2
97,22613.5
127,24464.5
128,25027.3
129,24003.8
191,24084.4
192,25860
229,24479.9
255,25378.2
256,27547
257,26562.2
319,27114.1
320,29167.5
321,24212.7
417,29048.4
479,28155.9
480,30979.9
511,27728.3
512,29065.5
639,29384.9
640,31739.8
767,29750.6
768,31370.5
769,31575.9
1023,30609.6
1024,32160.2
1025,28752
1525,30555
1526,31688.3
1527,31594.5
