size,mflop
31,551.302
32,604.175
96,10727.5
97,10551.9
127,16871.8
128,18922.6
129,14943.4
191,21834.8
192,22240.4
229,23912.7
255,22557.3
256,26577.4
257,23167.1
319,26207.7
320,25867.1
321,25720.5
417,26240.3
479,27824.1
480,27636.1
511,28120.1
512,28069.1
639,24647.3
640,28425.8
767,28319.3
768,28562.8
769,27392.6
1023,24401.9
1024,24607.3
1025,25753.8
1525,27835.2
1526,28141.4
1527,27936.3
