size,mflop
31,3674.24
32,3751.34
96,3732.17
97,3697.62
127,3725.74
128,3547.51
129,3700.57
191,3705.91
192,3664.33
229,3648.88
255,3599.35
256,3033.74
257,3595.55
319,3608.93
320,3538.27
321,3575.98
417,3471.25
479,3591.38
480,3611.68
511,3348.88
512,1977.98
639,3458.71
640,3253.07
767,3431.36
768,2813.7
769,3459.55
1023,3235.43
1024,1909.8
1025,3226.49
1525,3442.15
1526,3457.36
1527,3453.62
