size,mflop
31,3763.42
32,3698.17
96,3719.41
97,3674.24
127,3733.8
128,3543.89
129,3669.46
191,3712.35
192,3661.4
229,3676.93
255,3641.3
256,3054.45
257,3615.37
319,3645.46
320,3511
321,3631.51
417,3570.17
479,3622.02
480,3622.3
511,3366.75
512,2055.53
639,3524.29
640,3407.4
767,3501.28
768,3005.32
769,3494.97
1023,3293.65
1024,1985.05
1025,3265.78
1525,3476.92
1526,3487.23
1527,3490.82
