size,mflop
31,2420.3
32,2153.47
96,2315.6
97,2390.59
127,2311.96
128,2323.54
129,2261.73
191,2318.98
192,2325.82
229,2350.45
255,2275.59
256,2298.1
257,2283.43
319,2298.51
320,2287.73
321,2278.36
417,2298.77
479,2282.31
480,2275.02
511,2266.24
512,2264.63
639,2252.02
640,2257.13
767,2254.1
768,2243.81
769,2246.62
1023,2244.01
1024,2247.34
1025,2236.74
1525,2236.39
1526,2236.42
1527,2232.73
