size,mflop
31,10468.9
32,11337.7
96,11525.2
97,11107
127,13215.5
128,13537.7
129,11817.5
191,13471.6
192,13619.3
229,12923.2
255,13476.1
256,13708.2
257,12819.6
319,13065.1
320,13213.2
321,12585.4
417,12319.3
479,12727.1
480,12640.9
511,12762.9
512,12731.8
639,12692.4
640,12657.9
767,12575.2
768,12217.3
769,12182.7
1023,11609.5
1024,11428
1025,11758.4
1525,10083.7
1526,10163.6
1527,10027.7
