size,mflop
31,4789.42
32,5307.35
96,20043.4
97,18931.8
127,25090.9
128,25520.3
129,18266.7
191,27008.3
192,27450.2
229,24316.9
255,27472.8
256,29003.6
257,24657.3
319,26849.3
320,26954.9
321,24990.9
417,26226.1
479,23793.3
480,27160.6
511,28215.2
512,28775.4
639,26561.8
640,27472.8
767,27183.7
768,27720.5
769,26483.5
1023,24128.2
1024,24862.2
1025,23637
1525,21928.1
1526,22189.9
1527,21323.1
