size,mflop
31,548.553
32,608.375
96,10660.8
97,10502
127,16726.1
128,18626.8
129,14942.6
191,22212.8
192,22427
229,22659
255,25636.6
256,26605.9
257,23805.3
319,26374.6
320,26287.7
321,25351.8
417,26248.7
479,26993.6
480,26902.9
511,27765.1
512,27841.7
639,27808.8
640,27948.2
767,27587.9
768,27847.3
769,26389.8
1023,26829.6
1024,26581.7
1025,25679.6
1525,26464.7
1526,26413.4
1527,26583.8
